record_id,region,region_cost_index,budget_level,food_category,meal_price_lkr,daily_food_price_lkr,data_origin
16289,Uva Province,1.02,MID,Tourist restaurant,2514.81,7544.42,reference-derived scenario
16290,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,4277.53,12832.58,reference-derived scenario
16291,Uva Province,1.02,HIGH,High-end seafood,5271.99,15815.97,reference-derived scenario
16292,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,11658.41,34975.24,reference-derived scenario
16293,Northern Province,1.0,MID,Tourist restaurant,2604.39,7813.18,reference-derived scenario
16294,North Western Province,1.03,LOW,Local rice & curry,789.83,2369.48,reference-derived scenario
16295,Southern Province,1.2,MID,Hotel buffet / restaurant,4123.53,12370.58,reference-derived scenario
16296,Northern Province,1.0,MID,Local restaurant,1365.09,4095.26,reference-derived scenario
16297,North Western Province,1.03,MID,Tourist restaurant,1883.6,5650.79,reference-derived scenario
16298,Southern Province,1.2,MID,Tourist restaurant,3228.76,9686.27,reference-derived scenario
16299,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5967.67,17903.0,reference-derived scenario
16300,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2949.24,8847.73,reference-derived scenario
16301,Western Province,1.18,MID,Hotel buffet / restaurant,2625.24,7875.72,reference-derived scenario
16302,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,11143.35,33430.05,reference-derived scenario
16303,Southern Province,1.2,LOW,Local cafe,1079.27,3237.8,reference-derived scenario
16304,North Western Province,1.03,HIGH,Premium restaurant,4499.62,13498.85,reference-derived scenario
16305,Upcountry / Central Highlands,1.08,LOW,Local cafe,762.99,2288.98,reference-derived scenario
16306,Northern Province,1.0,MID,Hotel buffet / restaurant,3355.68,10067.05,reference-derived scenario
16307,Northern Province,1.0,MID,Hotel buffet / restaurant,3579.38,10738.15,reference-derived scenario
16308,Upcountry / Central Highlands,1.08,MID,Local restaurant,1588.19,4764.57,reference-derived scenario
16309,Uva Province,1.02,LOW,Street food,422.69,1268.08,reference-derived scenario
16310,Western Province,1.18,HIGH,Luxury hotel dining,12472.61,37417.84,reference-derived scenario
16311,Southern Province,1.2,MID,Hotel buffet / restaurant,3370.35,10111.06,reference-derived scenario
16312,Western Province,1.18,LOW,Street food,506.55,1519.66,reference-derived scenario
16313,Eastern Province,1.02,MID,Hotel buffet / restaurant,2342.22,7026.65,reference-derived scenario
16314,Southern Province,1.2,MID,Hotel buffet / restaurant,3449.73,10349.19,reference-derived scenario
16315,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,10084.23,30252.7,reference-derived scenario
16316,Upcountry / Central Highlands,1.08,LOW,Local cafe,1090.4,3271.19,reference-derived scenario
16317,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3389.62,10168.85,reference-derived scenario
16318,Upcountry / Central Highlands,1.08,LOW,Local cafe,1183.42,3550.27,reference-derived scenario
16319,Southern Province,1.2,LOW,Street food,499.54,1498.61,reference-derived scenario
16320,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3176.56,9529.69,reference-derived scenario
16321,North Western Province,1.03,MID,Tourist restaurant,2448.71,7346.13,reference-derived scenario
16322,Southern Province,1.2,LOW,Street food,390.03,1170.08,reference-derived scenario
16323,Uva Province,1.02,HIGH,High-end seafood,5654.37,16963.1,reference-derived scenario
16324,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,8210.24,24630.73,reference-derived scenario
16325,Northern Province,1.0,LOW,Street food,288.65,865.94,reference-derived scenario
16326,Cultural Triangle / North Central,1.05,MID,Local restaurant,1336.02,4008.06,reference-derived scenario
16327,Sabaragamuwa Province,1.0,MID,Local restaurant,1530.97,4592.9,reference-derived scenario
16328,Southern Province,1.2,LOW,Local cafe,900.89,2702.68,reference-derived scenario
16329,Sabaragamuwa Province,1.0,HIGH,Premium restaurant,3647.49,10942.48,reference-derived scenario
16330,Western Province,1.18,MID,Tourist restaurant,2159.53,6478.6,reference-derived scenario
16331,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2584.85,7754.56,reference-derived scenario
16332,North Western Province,1.03,MID,Hotel buffet / restaurant,3587.79,10763.37,reference-derived scenario
16333,North Western Province,1.03,LOW,Local cafe,1088.13,3264.38,reference-derived scenario
16334,Southern Province,1.2,LOW,Local rice & curry,887.65,2662.95,reference-derived scenario
16335,Cultural Triangle / North Central,1.05,LOW,Local cafe,1020.48,3061.43,reference-derived scenario
16336,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,5780.66,17341.99,reference-derived scenario
16337,Uva Province,1.02,MID,Tourist restaurant,2846.0,8537.99,reference-derived scenario
16338,North Western Province,1.03,HIGH,Luxury hotel dining,8009.84,24029.52,reference-derived scenario
16339,Northern Province,1.0,HIGH,Premium restaurant,5440.11,16320.33,reference-derived scenario
16340,North Western Province,1.03,LOW,Local rice & curry,759.25,2277.76,reference-derived scenario
16341,Northern Province,1.0,LOW,Local cafe,848.23,2544.69,reference-derived scenario
16342,Cultural Triangle / North Central,1.05,MID,Local restaurant,1553.17,4659.51,reference-derived scenario
16343,Southern Province,1.2,LOW,Street food,413.09,1239.26,reference-derived scenario
16344,Western Province,1.18,HIGH,High-end seafood,7551.71,22655.13,reference-derived scenario
16345,Northern Province,1.0,HIGH,Luxury hotel dining,10487.86,31463.57,reference-derived scenario
16346,North Western Province,1.03,LOW,Street food,332.46,997.38,reference-derived scenario
16347,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3154.68,9464.03,reference-derived scenario
16348,Eastern Province,1.02,LOW,Street food,446.0,1337.99,reference-derived scenario
16349,Cultural Triangle / North Central,1.05,LOW,Local cafe,843.13,2529.4,reference-derived scenario
16350,Uva Province,1.02,HIGH,Premium restaurant,3675.65,11026.96,reference-derived scenario
16351,Northern Province,1.0,MID,Hotel buffet / restaurant,2257.0,6770.99,reference-derived scenario
16352,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,7194.99,21584.98,reference-derived scenario
16353,Eastern Province,1.02,LOW,Street food,343.85,1031.54,reference-derived scenario
16354,Sabaragamuwa Province,1.0,MID,Local restaurant,1392.34,4177.02,reference-derived scenario
16355,North Western Province,1.03,LOW,Street food,322.61,967.84,reference-derived scenario
16356,Upcountry / Central Highlands,1.08,LOW,Local cafe,1046.02,3138.06,reference-derived scenario
16357,Southern Province,1.2,HIGH,Premium restaurant,5568.73,16706.2,reference-derived scenario
16358,North Western Province,1.03,LOW,Street food,364.5,1093.5,reference-derived scenario
16359,Northern Province,1.0,LOW,Local cafe,834.02,2502.06,reference-derived scenario
16360,Eastern Province,1.02,LOW,Local cafe,1086.11,3258.33,reference-derived scenario
16361,Northern Province,1.0,MID,Hotel buffet / restaurant,3158.27,9474.81,reference-derived scenario
16362,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2699.51,8098.52,reference-derived scenario
16363,Eastern Province,1.02,HIGH,Luxury hotel dining,11563.5,34690.51,reference-derived scenario
16364,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,11289.17,33867.5,reference-derived scenario
16365,Uva Province,1.02,MID,Hotel buffet / restaurant,3632.47,10897.41,reference-derived scenario
16366,Northern Province,1.0,HIGH,Luxury hotel dining,11457.72,34373.16,reference-derived scenario
16367,Western Province,1.18,MID,Hotel buffet / restaurant,3547.98,10643.95,reference-derived scenario
16368,Eastern Province,1.02,LOW,Local rice & curry,591.84,1775.53,reference-derived scenario
16369,Northern Province,1.0,LOW,Street food,327.36,982.08,reference-derived scenario
16370,Eastern Province,1.02,MID,Tourist restaurant,2355.54,7066.61,reference-derived scenario
16371,Uva Province,1.02,MID,Hotel buffet / restaurant,3621.35,10864.04,reference-derived scenario
16372,North Western Province,1.03,MID,Local restaurant,991.3,2973.89,reference-derived scenario
16373,Western Province,1.18,MID,Hotel buffet / restaurant,3272.2,9816.61,reference-derived scenario
16374,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,5945.48,17836.45,reference-derived scenario
16375,Western Province,1.18,MID,Hotel buffet / restaurant,2975.65,8926.94,reference-derived scenario
16376,Sabaragamuwa Province,1.0,LOW,Local cafe,768.78,2306.35,reference-derived scenario
16377,Upcountry / Central Highlands,1.08,LOW,Street food,299.9,899.69,reference-derived scenario
16378,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,11347.49,34042.47,reference-derived scenario
16379,Uva Province,1.02,HIGH,Premium restaurant,4219.54,12658.63,reference-derived scenario
16380,Southern Province,1.2,MID,Hotel buffet / restaurant,3555.3,10665.89,reference-derived scenario
16381,North Western Province,1.03,LOW,Street food,399.24,1197.73,reference-derived scenario
16382,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,9430.36,28291.08,reference-derived scenario
16383,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,867.33,2601.98,reference-derived scenario
16384,Northern Province,1.0,MID,Hotel buffet / restaurant,3350.9,10052.69,reference-derived scenario
16385,Southern Province,1.2,LOW,Local cafe,877.92,2633.75,reference-derived scenario
16386,Southern Province,1.2,LOW,Local cafe,1199.7,3599.1,reference-derived scenario
16387,Southern Province,1.2,HIGH,Premium restaurant,5252.53,15757.6,reference-derived scenario
16388,Southern Province,1.2,MID,Local restaurant,1538.67,4616.02,reference-derived scenario
16389,Northern Province,1.0,HIGH,High-end seafood,6189.28,18567.85,reference-derived scenario
16390,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,11102.64,33307.92,reference-derived scenario
16391,North Western Province,1.03,LOW,Street food,457.49,1372.46,reference-derived scenario
16392,Northern Province,1.0,HIGH,Luxury hotel dining,8804.6,26413.79,reference-derived scenario
16393,Uva Province,1.02,MID,Hotel buffet / restaurant,3459.8,10379.39,reference-derived scenario
16394,Uva Province,1.02,MID,Hotel buffet / restaurant,2904.45,8713.36,reference-derived scenario
16395,Eastern Province,1.02,MID,Hotel buffet / restaurant,2393.42,7180.25,reference-derived scenario
16396,Sabaragamuwa Province,1.0,LOW,Street food,338.66,1015.98,reference-derived scenario
16397,Eastern Province,1.02,LOW,Local rice & curry,644.91,1934.73,reference-derived scenario
16398,Sabaragamuwa Province,1.0,HIGH,High-end seafood,5602.19,16806.56,reference-derived scenario
16399,Northern Province,1.0,LOW,Local cafe,707.11,2121.34,reference-derived scenario
16400,Northern Province,1.0,HIGH,High-end seafood,6055.94,18167.81,reference-derived scenario
16401,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,2532.69,7598.06,reference-derived scenario
16402,Southern Province,1.2,HIGH,Premium restaurant,4599.44,13798.33,reference-derived scenario
16403,Southern Province,1.2,MID,Local restaurant,1617.89,4853.67,reference-derived scenario
16404,Eastern Province,1.02,MID,Hotel buffet / restaurant,3026.78,9080.35,reference-derived scenario
16405,Southern Province,1.2,HIGH,High-end seafood,8365.6,25096.81,reference-derived scenario
16406,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3009.9,9029.7,reference-derived scenario
16407,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2006.42,6019.26,reference-derived scenario
16408,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,8228.64,24685.92,reference-derived scenario
16409,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2634.31,7902.93,reference-derived scenario
16410,Uva Province,1.02,HIGH,Premium restaurant,4490.61,13471.82,reference-derived scenario
16411,Western Province,1.18,MID,Tourist restaurant,2439.32,7317.95,reference-derived scenario
16412,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2479.85,7439.54,reference-derived scenario
16413,Southern Province,1.2,MID,Local restaurant,1130.78,3392.34,reference-derived scenario
16414,Uva Province,1.02,MID,Local restaurant,1210.57,3631.7,reference-derived scenario
16415,Southern Province,1.2,HIGH,Premium restaurant,6387.43,19162.29,reference-derived scenario
16416,North Western Province,1.03,HIGH,High-end seafood,7724.64,23173.91,reference-derived scenario
16417,Sabaragamuwa Province,1.0,MID,Local restaurant,1316.7,3950.11,reference-derived scenario
16418,Eastern Province,1.02,LOW,Local cafe,1142.6,3427.79,reference-derived scenario
16419,Northern Province,1.0,MID,Hotel buffet / restaurant,3253.07,9759.2,reference-derived scenario
16420,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,7854.67,23564.01,reference-derived scenario
16421,Eastern Province,1.02,HIGH,Luxury hotel dining,9529.89,28589.66,reference-derived scenario
16422,Northern Province,1.0,MID,Hotel buffet / restaurant,2832.82,8498.46,reference-derived scenario
16423,Western Province,1.18,LOW,Street food,494.52,1483.57,reference-derived scenario
16424,Southern Province,1.2,LOW,Street food,350.08,1050.23,reference-derived scenario
16425,Eastern Province,1.02,LOW,Local rice & curry,675.74,2027.23,reference-derived scenario
16426,Northern Province,1.0,LOW,Local cafe,783.93,2351.79,reference-derived scenario
16427,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,11104.47,33313.41,reference-derived scenario
16428,Northern Province,1.0,LOW,Street food,356.59,1069.77,reference-derived scenario
16429,Upcountry / Central Highlands,1.08,LOW,Street food,445.28,1335.83,reference-derived scenario
16430,Southern Province,1.2,HIGH,Premium restaurant,4664.11,13992.32,reference-derived scenario
16431,Western Province,1.18,HIGH,Luxury hotel dining,11128.68,33386.03,reference-derived scenario
16432,Uva Province,1.02,MID,Hotel buffet / restaurant,3071.86,9215.57,reference-derived scenario
16433,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,592.5,1777.49,reference-derived scenario
16434,Eastern Province,1.02,LOW,Street food,388.5,1165.51,reference-derived scenario
16435,Uva Province,1.02,MID,Local restaurant,1136.91,3410.73,reference-derived scenario
16436,Eastern Province,1.02,HIGH,Luxury hotel dining,9010.78,27032.35,reference-derived scenario
16437,North Western Province,1.03,HIGH,Premium restaurant,4052.56,12157.68,reference-derived scenario
16438,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,5618.11,16854.32,reference-derived scenario
16439,Uva Province,1.02,MID,Tourist restaurant,1871.34,5614.03,reference-derived scenario
16440,Eastern Province,1.02,HIGH,Premium restaurant,4696.78,14090.33,reference-derived scenario
16441,North Western Province,1.03,LOW,Street food,410.93,1232.8,reference-derived scenario
16442,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,11992.71,35978.13,reference-derived scenario
16443,Southern Province,1.2,LOW,Street food,406.4,1219.21,reference-derived scenario
16444,Northern Province,1.0,MID,Hotel buffet / restaurant,3268.04,9804.12,reference-derived scenario
16445,Southern Province,1.2,LOW,Street food,466.34,1399.03,reference-derived scenario
16446,Uva Province,1.02,HIGH,Premium restaurant,5094.65,15283.94,reference-derived scenario
16447,Uva Province,1.02,MID,Hotel buffet / restaurant,2457.94,7373.83,reference-derived scenario
16448,Western Province,1.18,HIGH,Luxury hotel dining,8547.8,25643.4,reference-derived scenario
