record_id,budget_level,travellers,transport_mode,route_distance_km,public_transport_coverage,estimated_transport_cost_lkr,data_origin
16118,MID,1,Minivan - Uber/PickMe,468.4,0.0,62567.64,reference-derived scenario
16119,HIGH,13,Public transport + Van - Uber/PickMe,722.6,0.46,86222.75,reference-derived scenario
16120,LOW,11,Public transport + Van - Uber/PickMe,364.25,0.787,31855.61,reference-derived scenario
16121,LOW,9,Public transport + Van - Uber/PickMe,90.02,0.363,12988.64,reference-derived scenario
16122,LOW,16,Public transport + 2 Vans - Uber/PickMe,678.54,0.621,122295.22,reference-derived scenario
16123,MID,3,Tuk/Taxi - Uber/PickMe,3.06,0.0,338.83,reference-derived scenario
16124,MID,14,2 Minivans - Uber/PickMe,535.6,0.0,120008.68,reference-derived scenario
16125,LOW,9,Public transport + Van - Uber/PickMe,930.04,0.798,61788.49,reference-derived scenario
16126,LOW,12,Public transport + Van - Uber/PickMe,209.35,0.85,16155.17,reference-derived scenario
16127,MID,1,Public transport + Minivan - Uber/PickMe,746.55,0.653,34947.29,reference-derived scenario
16128,MID,2,Van - Uber/PickMe,601.3,0.0,103047.23,reference-derived scenario
16129,HIGH,1,Minivan - Uber/PickMe,371.19,0.0,45821.46,reference-derived scenario
16130,LOW,3,Public transport + Minivan - Uber/PickMe,687.43,0.37,59040.28,reference-derived scenario
16131,MID,15,Public transport + Van - Uber/PickMe,908.28,0.81,90950.68,reference-derived scenario
16132,LOW,13,Public transport + Van - Uber/PickMe,3.8,0.831,2080.54,reference-derived scenario
16133,LOW,3,Public transport + Van - Uber/PickMe,869.71,0.774,47132.64,reference-derived scenario
16134,LOW,16,Public transport + 2 Vans - Uber/PickMe,221.36,0.861,30158.01,reference-derived scenario
16135,LOW,3,Public transport + Minivan - Uber/PickMe,780.17,0.691,37300.77,reference-derived scenario
16136,MID,18,2 Vans - Uber/PickMe,515.14,0.0,168860.54,reference-derived scenario
16137,LOW,1,Public transport + Tuk/Taxi,158.69,0.778,3475.97,reference-derived scenario
16138,MID,1,Tuk/Taxi - Uber/PickMe,770.1,0.0,66226.88,reference-derived scenario
16139,MID,13,Van - Uber/PickMe,731.02,0.0,136366.77,reference-derived scenario
16140,MID,15,Van - Uber/PickMe,281.64,0.0,54478.63,reference-derived scenario
16141,HIGH,9,Van - Uber/PickMe,632.24,0.0,111698.05,reference-derived scenario
16142,LOW,13,Public transport + Van - Uber/PickMe,162.0,0.496,19761.32,reference-derived scenario
16143,LOW,1,Public transport + Tuk/Taxi,491.74,0.687,13911.46,reference-derived scenario
16144,LOW,18,Public transport + 2 Vans - Uber/PickMe,740.08,0.528,165495.01,reference-derived scenario
16145,MID,2,Public transport + Van - Uber/PickMe,856.66,0.594,69502.57,reference-derived scenario
16146,LOW,16,Public transport + 2 Vans - Uber/PickMe,258.32,0.794,37605.4,reference-derived scenario
16147,HIGH,14,Private driver + Van,303.14,0.0,51841.05,reference-derived scenario
16148,HIGH,2,Public transport + Van - Uber/PickMe,27.71,0.855,2451.56,reference-derived scenario
16149,MID,16,Public transport + 2 Vans - Uber/PickMe,315.14,0.794,46770.28,reference-derived scenario
16150,MID,17,2 Vans - Uber/PickMe,912.83,0.0,338984.35,reference-derived scenario
16151,MID,7,Minivan - Uber/PickMe,391.02,0.0,52159.43,reference-derived scenario
16152,LOW,15,Public transport + Van - Uber/PickMe,921.44,0.663,102862.08,reference-derived scenario
16153,LOW,9,Public transport + Van - Uber/PickMe,203.99,0.735,16951.76,reference-derived scenario
16154,HIGH,12,Public transport + Van - Uber/PickMe,254.45,0.724,22846.14,reference-derived scenario
16155,HIGH,11,Private driver + Van,825.53,0.0,147658.47,reference-derived scenario
16156,LOW,13,Public transport + Van - Uber/PickMe,106.93,0.62,13356.38,reference-derived scenario
16157,HIGH,4,Minivan - Uber/PickMe,564.92,0.0,72135.48,reference-derived scenario
16158,MID,17,2 Vans - Uber/PickMe,593.18,0.0,225364.76,reference-derived scenario
16159,LOW,16,Public transport + 2 Vans - Uber/PickMe,500.76,0.642,84343.12,reference-derived scenario
16160,LOW,3,Public transport + Minivan - Uber/PickMe,195.65,0.429,16562.34,reference-derived scenario
16161,MID,17,2 Vans - Uber/PickMe,805.4,0.0,300170.4,reference-derived scenario
16162,MID,14,Public transport + 2 Minivans - Uber/PickMe,308.36,0.465,52525.41,reference-derived scenario
16163,LOW,16,Public transport + 2 Vans - Uber/PickMe,396.98,0.607,72606.21,reference-derived scenario
16164,LOW,12,Public transport + Van - Uber/PickMe,219.63,0.485,28120.46,reference-derived scenario
16165,LOW,11,Public transport + Van - Uber/PickMe,545.62,0.514,63261.21,reference-derived scenario
16166,MID,12,Van - Uber/PickMe,485.36,0.0,87922.15,reference-derived scenario
16167,MID,10,Van - Uber/PickMe,119.84,0.0,22040.93,reference-derived scenario
16168,MID,16,Public transport + 2 Vans - Uber/PickMe,405.55,0.419,92315.61,reference-derived scenario
16169,MID,14,2 Minivans - Uber/PickMe,463.04,0.0,108806.7,reference-derived scenario
16170,MID,15,Van - Uber/PickMe,184.09,0.0,35666.83,reference-derived scenario
16171,MID,3,Public transport + Minivan - Uber/PickMe,695.54,0.459,48100.6,reference-derived scenario
16172,LOW,18,Public transport + 2 Vans - Uber/PickMe,658.84,0.579,145085.26,reference-derived scenario
16173,LOW,15,Public transport + Van - Uber/PickMe,756.35,0.743,72488.59,reference-derived scenario
16174,LOW,14,Public transport + 2 Minivans - Uber/PickMe,234.42,0.569,36302.31,reference-derived scenario
16175,MID,2,Public transport + Minivan - Uber/PickMe,213.11,0.428,16640.35,reference-derived scenario
16176,LOW,15,Public transport + Van - Uber/PickMe,907.24,0.404,124543.99,reference-derived scenario
16177,MID,7,Minivan - Uber/PickMe,400.45,0.0,50918.08,reference-derived scenario
16178,HIGH,12,Public transport + Van - Uber/PickMe,206.84,0.761,19591.26,reference-derived scenario
16179,MID,13,Public transport + Van - Uber/PickMe,142.16,0.87,11877.07,reference-derived scenario
16180,MID,17,2 Vans - Uber/PickMe,763.03,0.0,260836.38,reference-derived scenario
16181,MID,2,Public transport + Van - Uber/PickMe,169.23,0.758,9481.68,reference-derived scenario
16182,LOW,19,Public transport + 2 Vans - Uber/PickMe,576.18,0.733,94785.76,reference-derived scenario
16183,LOW,18,Public transport + 2 Vans - Uber/PickMe,120.45,0.891,16477.5,reference-derived scenario
16184,MID,16,2 Vans - Uber/PickMe,154.73,0.0,61099.24,reference-derived scenario
16185,MID,15,Public transport + Van - Uber/PickMe,71.84,0.58,9774.6,reference-derived scenario
16186,HIGH,11,Public transport + Van - Uber/PickMe,785.19,0.378,104544.3,reference-derived scenario
16187,HIGH,1,Private driver + Tuk,290.07,0.0,27965.9,reference-derived scenario
16188,LOW,12,Public transport + Van - Uber/PickMe,888.56,0.821,72388.41,reference-derived scenario
16189,LOW,2,Public transport + Tuk/Taxi,443.59,0.356,26011.22,reference-derived scenario
16190,MID,6,Van - Uber/PickMe,708.85,0.0,115730.52,reference-derived scenario
16191,MID,5,Public transport + Van - Uber/PickMe,745.02,0.752,45785.76,reference-derived scenario
16192,HIGH,7,Private driver + Minivan,257.56,0.0,28602.46,reference-derived scenario
16193,MID,10,Van - Uber/PickMe,740.3,0.0,135791.28,reference-derived scenario
16194,LOW,11,Public transport + Van - Uber/PickMe,323.11,0.465,39992.53,reference-derived scenario
16195,MID,10,Van - Uber/PickMe,166.76,0.0,32654.72,reference-derived scenario
16196,LOW,5,Public transport + Van - Uber/PickMe,557.0,0.37,64823.69,reference-derived scenario
16197,MID,7,Public transport + Minivan - Uber/PickMe,242.33,0.36,22882.82,reference-derived scenario
16198,HIGH,10,Van - Uber/PickMe,791.05,0.0,145095.25,reference-derived scenario
16199,MID,18,Public transport + 2 Vans - Uber/PickMe,89.77,0.809,15841.41,reference-derived scenario
16200,MID,4,Public transport + Tuk/Taxi,881.32,0.643,45003.39,reference-derived scenario
16201,MID,11,Van - Uber/PickMe,653.02,0.0,115486.73,reference-derived scenario
16202,MID,6,Van - Uber/PickMe,347.0,0.0,63125.39,reference-derived scenario
16203,LOW,14,Public transport + 2 Minivans - Uber/PickMe,68.59,0.798,8832.96,reference-derived scenario
16204,LOW,9,Public transport + Van - Uber/PickMe,21.48,0.944,2697.35,reference-derived scenario
16205,LOW,8,Public transport + Van - Uber/PickMe,376.14,0.506,45118.89,reference-derived scenario
16206,HIGH,11,Private driver + Van,708.9,0.0,122461.1,reference-derived scenario
16207,HIGH,5,Van - Uber/PickMe,63.17,0.0,12191.3,reference-derived scenario
16208,HIGH,6,Private driver + Minivan,503.16,0.0,57660.69,reference-derived scenario
16209,MID,13,Public transport + Van - Uber/PickMe,28.77,0.468,4968.97,reference-derived scenario
16210,HIGH,14,Private driver + Van,649.54,0.0,123459.07,reference-derived scenario
16211,LOW,6,Public transport + Minivan - Uber/PickMe,897.89,0.465,67328.58,reference-derived scenario
16212,LOW,5,Public transport + Minivan - Uber/PickMe,588.18,0.567,38753.12,reference-derived scenario
16213,MID,16,2 Vans - Uber/PickMe,127.08,0.0,43626.11,reference-derived scenario
16214,MID,10,Van - Uber/PickMe,714.85,0.0,128375.58,reference-derived scenario
16215,HIGH,7,Private driver + Minivan,608.48,0.0,74657.29,reference-derived scenario
16216,MID,3,Tuk/Taxi - Uber/PickMe,293.3,0.0,23475.71,reference-derived scenario
16217,LOW,20,Public transport + 2 Vans - Uber/PickMe,325.78,0.725,55536.5,reference-derived scenario
16218,LOW,6,Public transport + Van - Uber/PickMe,539.03,0.754,37994.41,reference-derived scenario
16219,MID,12,Van - Uber/PickMe,24.71,0.0,5686.0,reference-derived scenario
16220,MID,16,2 Vans - Uber/PickMe,294.32,0.0,112148.52,reference-derived scenario
16221,LOW,2,Public transport + Minivan - Uber/PickMe,47.47,0.627,3086.49,reference-derived scenario
16222,LOW,17,Public transport + 2 Vans - Uber/PickMe,60.97,0.846,10110.49,reference-derived scenario
16223,HIGH,13,Private driver + Van,553.08,0.0,104046.78,reference-derived scenario
16224,LOW,10,Public transport + Van - Uber/PickMe,698.6,0.845,47825.19,reference-derived scenario
16225,LOW,15,Public transport + Van - Uber/PickMe,550.95,0.93,40714.41,reference-derived scenario
16226,MID,9,Van - Uber/PickMe,760.93,0.0,143116.7,reference-derived scenario
16227,LOW,18,Public transport + 2 Vans - Uber/PickMe,324.01,0.831,44229.83,reference-derived scenario
16228,MID,16,2 Vans - Uber/PickMe,270.93,0.0,103329.18,reference-derived scenario
16229,HIGH,9,Public transport + Van - Uber/PickMe,590.52,0.812,40319.48,reference-derived scenario
16230,LOW,18,Public transport + 2 Vans - Uber/PickMe,873.19,0.734,148696.09,reference-derived scenario
16231,HIGH,12,Private driver + Van,343.92,0.0,58841.92,reference-derived scenario
16232,LOW,17,Public transport + 2 Vans - Uber/PickMe,249.58,0.737,38590.99,reference-derived scenario
16233,MID,20,Public transport + 2 Vans - Uber/PickMe,728.33,0.667,127156.53,reference-derived scenario
16234,MID,11,Public transport + Van - Uber/PickMe,211.98,0.423,29697.08,reference-derived scenario
16235,LOW,12,Public transport + Van - Uber/PickMe,484.79,0.911,31844.45,reference-derived scenario
16236,MID,16,2 Vans - Uber/PickMe,710.45,0.0,241671.98,reference-derived scenario
16237,MID,10,Public transport + Van - Uber/PickMe,352.47,0.375,44403.66,reference-derived scenario
16238,LOW,5,Public transport + Minivan - Uber/PickMe,695.13,0.883,23773.46,reference-derived scenario
16239,LOW,5,Public transport + Van - Uber/PickMe,722.03,0.354,97520.97,reference-derived scenario
16240,LOW,2,Public transport + Tuk/Taxi,772.31,0.477,38471.95,reference-derived scenario
16241,LOW,10,Public transport + Van - Uber/PickMe,651.14,0.444,82741.92,reference-derived scenario
16242,MID,8,Van - Uber/PickMe,813.29,0.0,132876.49,reference-derived scenario
16243,HIGH,14,2 Minivans - Uber/PickMe,363.98,0.0,84226.72,reference-derived scenario
16244,HIGH,13,Public transport + Van - Uber/PickMe,865.96,0.735,87802.66,reference-derived scenario
16245,LOW,18,Public transport + 2 Vans - Uber/PickMe,843.64,0.646,159364.7,reference-derived scenario
16246,MID,13,Public transport + Van - Uber/PickMe,528.47,0.497,61367.8,reference-derived scenario
16247,MID,15,Public transport + Van - Uber/PickMe,120.66,0.883,10951.26,reference-derived scenario
16248,HIGH,10,Private driver + Van,246.37,0.0,40513.03,reference-derived scenario
16249,LOW,7,Public transport + Minivan - Uber/PickMe,308.23,0.526,22380.15,reference-derived scenario
16250,MID,4,Tuk/Taxi - Uber/PickMe,92.08,0.0,8965.49,reference-derived scenario
16251,MID,13,Van - Uber/PickMe,519.82,0.0,95078.84,reference-derived scenario
16252,LOW,2,Public transport + Tuk/Taxi,219.9,0.478,10090.43,reference-derived scenario
16253,MID,11,Van - Uber/PickMe,364.06,0.0,65221.1,reference-derived scenario
16254,MID,11,Public transport + Van - Uber/PickMe,690.81,0.692,60077.33,reference-derived scenario
16255,MID,20,Public transport + 2 Vans - Uber/PickMe,736.23,0.908,84191.37,reference-derived scenario
16256,MID,18,Public transport + 2 Vans - Uber/PickMe,591.18,0.759,95360.69,reference-derived scenario
16257,HIGH,7,Public transport + Minivan - Uber/PickMe,729.03,0.694,45686.9,reference-derived scenario
16258,MID,11,Van - Uber/PickMe,434.12,0.0,83645.88,reference-derived scenario
16259,MID,14,2 Minivans - Uber/PickMe,731.13,0.0,172212.19,reference-derived scenario
16260,MID,5,Van - Uber/PickMe,189.34,0.0,36992.6,reference-derived scenario
16261,MID,16,Public transport + 2 Vans - Uber/PickMe,416.21,0.565,88788.09,reference-derived scenario
16262,MID,6,Public transport + Van - Uber/PickMe,141.74,0.476,17150.18,reference-derived scenario
16263,LOW,3,Public transport + Tuk/Taxi,652.72,0.601,27987.15,reference-derived scenario
16264,HIGH,19,Public transport + 2 Vans - Uber/PickMe,551.16,0.467,141340.94,reference-derived scenario
16265,LOW,19,Public transport + 2 Vans - Uber/PickMe,648.31,0.395,163681.3,reference-derived scenario
16266,LOW,10,Public transport + Van - Uber/PickMe,793.19,0.655,68788.79,reference-derived scenario
16267,MID,15,Public transport + Van - Uber/PickMe,432.23,0.684,49139.15,reference-derived scenario
16268,LOW,6,Public transport + Minivan - Uber/PickMe,803.41,0.914,27183.5,reference-derived scenario
16269,LOW,9,Public transport + Van - Uber/PickMe,172.61,0.83,12258.38,reference-derived scenario
16270,MID,20,2 Vans - Uber/PickMe,606.75,0.0,202912.24,reference-derived scenario
16271,HIGH,1,Private driver + Car,158.73,0.0,23331.64,reference-derived scenario
16272,LOW,20,Public transport + 2 Vans - Uber/PickMe,656.21,0.728,101172.36,reference-derived scenario
16273,MID,15,Van - Uber/PickMe,291.56,0.0,48700.59,reference-derived scenario
16274,MID,2,Public transport + Minivan - Uber/PickMe,310.89,0.472,23632.63,reference-derived scenario
16275,LOW,3,Public transport + Van - Uber/PickMe,874.07,0.508,82298.55,reference-derived scenario
16276,MID,15,Van - Uber/PickMe,188.12,0.0,31954.57,reference-derived scenario
16277,HIGH,16,Public transport + 2 Vans - Uber/PickMe,371.89,0.82,50640.04,reference-derived scenario
16278,LOW,5,Public transport + Minivan - Uber/PickMe,508.36,0.682,28733.99,reference-derived scenario
16279,MID,6,Public transport + Van - Uber/PickMe,792.81,0.546,80814.07,reference-derived scenario
16280,MID,16,2 Vans - Uber/PickMe,683.89,0.0,246087.91,reference-derived scenario
16281,LOW,13,Public transport + Van - Uber/PickMe,12.82,0.864,2968.98,reference-derived scenario
16282,MID,19,Public transport + 2 Vans - Uber/PickMe,114.63,0.779,19175.92,reference-derived scenario
16283,MID,15,Public transport + Van - Uber/PickMe,734.88,0.632,79390.05,reference-derived scenario
16284,HIGH,2,Tuk/Taxi - Uber/PickMe,799.7,0.0,65101.34,reference-derived scenario
16285,MID,13,Public transport + Van - Uber/PickMe,514.45,0.533,58657.28,reference-derived scenario
16286,MID,10,Public transport + Van - Uber/PickMe,226.15,0.705,19047.9,reference-derived scenario
16287,LOW,17,Public transport + 2 Vans - Uber/PickMe,34.04,0.684,9522.82,reference-derived scenario
16288,MID,11,Public transport + Van - Uber/PickMe,161.56,0.63,18613.24,reference-derived scenario
16289,LOW,10,Public transport + Van - Uber/PickMe,523.22,0.422,59747.68,reference-derived scenario
16290,MID,14,Public transport + 2 Minivans - Uber/PickMe,53.64,0.737,7423.93,reference-derived scenario
16291,HIGH,10,Van - Uber/PickMe,113.31,0.0,22073.27,reference-derived scenario
16292,HIGH,5,Public transport + Van - Uber/PickMe,686.29,0.925,26677.76,reference-derived scenario
16293,LOW,17,Public transport + 2 Vans - Uber/PickMe,221.68,0.38,56996.23,reference-derived scenario
16294,MID,8,Van - Uber/PickMe,791.67,0.0,131566.6,reference-derived scenario
16295,MID,18,2 Vans - Uber/PickMe,240.19,0.0,84401.1,reference-derived scenario
16296,MID,4,Minivan - Uber/PickMe,306.43,0.0,37990.1,reference-derived scenario
16297,MID,20,Public transport + 2 Vans - Uber/PickMe,362.24,0.44,87671.83,reference-derived scenario
16298,MID,20,2 Vans - Uber/PickMe,439.92,0.0,166288.37,reference-derived scenario
16299,MID,10,Public transport + Van - Uber/PickMe,337.21,0.493,37889.88,reference-derived scenario
16300,MID,16,2 Vans - Uber/PickMe,599.39,0.0,227231.67,reference-derived scenario
16301,MID,15,Public transport + Van - Uber/PickMe,776.1,0.658,84706.86,reference-derived scenario
16302,MID,2,Tuk/Taxi - Uber/PickMe,333.69,0.0,25078.61,reference-derived scenario
16303,MID,10,Public transport + Van - Uber/PickMe,787.9,0.589,76857.83,reference-derived scenario
16304,HIGH,16,Private driver + 2 Vans,489.73,0.0,168462.46,reference-derived scenario
16305,LOW,8,Public transport + Van - Uber/PickMe,472.5,0.879,28086.0,reference-derived scenario
16306,HIGH,15,Private driver + Van,157.67,0.0,28465.6,reference-derived scenario
