record_id,region,region_cost_index,budget_level,accommodation_type,travellers,rooms,nightly_price_lkr,data_origin
7383,Uva Province,1.02,MID,Mid-range hotel / 3-star,15,8,16758.67,reference-derived scenario
7384,Western Province,1.18,MID,Mid-range hotel / 3-star,13,7,15506.98,reference-derived scenario
7385,Sabaragamuwa Province,1.0,HIGH,Luxury resort,14,7,65641.02,reference-derived scenario
7386,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,6,3,2428.85,reference-derived scenario
7387,Western Province,1.18,LOW,Budget hotel / 1-2 star,12,6,10426.02,reference-derived scenario
7388,Uva Province,1.02,MID,Mid-range villa,2,1,16070.42,reference-derived scenario
7389,Southern Province,1.2,LOW,Hostel / dorm,11,6,3352.58,reference-derived scenario
7390,Western Province,1.18,LOW,Budget hotel / 1-2 star,15,8,10782.99,reference-derived scenario
7391,Western Province,1.18,LOW,Hostel / dorm,14,7,3292.62,reference-derived scenario
7392,Uva Province,1.02,HIGH,Serviced apartment,1,1,22007.09,reference-derived scenario
7393,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,4,2,42176.36,reference-derived scenario
7394,Western Province,1.18,LOW,Budget guesthouse,13,7,7855.14,reference-derived scenario
7395,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,11,6,3027.88,reference-derived scenario
7396,Western Province,1.18,MID,Boutique guesthouse,13,7,25510.75,reference-derived scenario
7397,Western Province,1.18,LOW,Hostel / dorm,4,2,2521.95,reference-derived scenario
7398,Upcountry / Central Highlands,1.08,LOW,Homestay,17,9,4295.69,reference-derived scenario
7399,Southern Province,1.2,MID,Homestay,7,4,6386.58,reference-derived scenario
7400,Northern Province,1.0,MID,Homestay,11,6,5369.76,reference-derived scenario
7401,Upcountry / Central Highlands,1.08,LOW,Homestay,13,7,4909.71,reference-derived scenario
7402,North Western Province,1.03,LOW,Hostel / dorm,18,9,2519.07,reference-derived scenario
7403,Northern Province,1.0,LOW,Homestay,2,1,5227.68,reference-derived scenario
7404,Southern Province,1.2,LOW,Budget guesthouse,2,1,7742.95,reference-derived scenario
7405,Western Province,1.18,MID,Mid-range hotel / 3-star,14,7,16927.46,reference-derived scenario
7406,Cultural Triangle / North Central,1.05,LOW,Homestay,8,4,4966.72,reference-derived scenario
7407,Southern Province,1.2,MID,Budget hotel / 1-2 star,9,5,11308.01,reference-derived scenario
7408,Sabaragamuwa Province,1.0,HIGH,Boutique hotel / villa,16,8,41401.98,reference-derived scenario
7409,Upcountry / Central Highlands,1.08,MID,Budget hotel / 1-2 star,12,6,7194.3,reference-derived scenario
7410,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,8,4,27699.27,reference-derived scenario
7411,Eastern Province,1.02,LOW,Homestay,1,1,4116.97,reference-derived scenario
7412,Southern Province,1.2,LOW,Budget hotel / 1-2 star,1,1,8605.41,reference-derived scenario
7413,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,6,3,9591.14,reference-derived scenario
7414,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,4,2,9100.71,reference-derived scenario
7415,Upcountry / Central Highlands,1.08,MID,Serviced apartment,16,8,20634.24,reference-derived scenario
7416,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,6,3,7095.49,reference-derived scenario
7417,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,12,6,5201.69,reference-derived scenario
7418,Northern Province,1.0,MID,Mid-range hotel / 3-star,12,6,17983.25,reference-derived scenario
7419,Cultural Triangle / North Central,1.05,MID,Boutique guesthouse,14,7,23117.54,reference-derived scenario
7420,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,2,1,14127.55,reference-derived scenario
7421,Sabaragamuwa Province,1.0,MID,Mid-range villa,17,9,15908.36,reference-derived scenario
7422,Cultural Triangle / North Central,1.05,HIGH,Mid-range villa,5,3,15567.11,reference-derived scenario
7423,Uva Province,1.02,LOW,Hostel / dorm,5,3,2958.13,reference-derived scenario
7424,Southern Province,1.2,HIGH,Luxury resort,12,6,92837.04,reference-derived scenario
7425,North Western Province,1.03,HIGH,Luxury resort,9,5,75846.73,reference-derived scenario
7426,Northern Province,1.0,MID,Mid-range hotel / 3-star,4,2,18029.39,reference-derived scenario
7427,Sabaragamuwa Province,1.0,HIGH,Luxury / 4-star hotel,8,4,30747.56,reference-derived scenario
7428,North Western Province,1.03,MID,Serviced apartment,15,8,20677.76,reference-derived scenario
7429,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,3,2,2533.23,reference-derived scenario
7430,Southern Province,1.2,MID,Serviced apartment,18,9,24571.46,reference-derived scenario
7431,Sabaragamuwa Province,1.0,HIGH,Mid-range hotel / 3-star,12,6,14447.15,reference-derived scenario
7432,Eastern Province,1.02,LOW,Homestay,15,8,4927.6,reference-derived scenario
7433,Western Province,1.18,LOW,Budget hotel / 1-2 star,8,4,8846.82,reference-derived scenario
7434,Northern Province,1.0,LOW,Hostel / dorm,7,4,2925.07,reference-derived scenario
7435,Northern Province,1.0,HIGH,Boutique hotel / villa,8,4,52009.45,reference-derived scenario
7436,Uva Province,1.02,LOW,Homestay,4,2,4695.49,reference-derived scenario
7437,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,1,1,13365.5,reference-derived scenario
7438,Northern Province,1.0,LOW,Budget guesthouse,9,5,6061.82,reference-derived scenario
7439,Upcountry / Central Highlands,1.08,MID,Budget guesthouse,12,6,6426.22,reference-derived scenario
7440,Southern Province,1.2,LOW,Budget hotel / 1-2 star,4,2,8537.02,reference-derived scenario
7441,Western Province,1.18,HIGH,Luxury / 4-star hotel,2,1,50360.12,reference-derived scenario
7442,North Western Province,1.03,HIGH,Boutique hotel / villa,1,1,52309.2,reference-derived scenario
7443,Northern Province,1.0,HIGH,Boutique guesthouse,9,5,24567.98,reference-derived scenario
7444,Uva Province,1.02,HIGH,Mid-range hotel / 3-star,6,3,12965.1,reference-derived scenario
7445,Eastern Province,1.02,LOW,Hostel / dorm,15,8,2830.82,reference-derived scenario
7446,Southern Province,1.2,MID,Boutique guesthouse,4,2,27319.3,reference-derived scenario
7447,Eastern Province,1.02,MID,Homestay,16,8,3831.97,reference-derived scenario
7448,Eastern Province,1.02,MID,Budget guesthouse,5,3,6007.77,reference-derived scenario
7449,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,20,10,17716.2,reference-derived scenario
7450,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,20,10,2840.47,reference-derived scenario
7451,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,14,7,23727.48,reference-derived scenario
7452,Upcountry / Central Highlands,1.08,LOW,Homestay,11,6,4182.26,reference-derived scenario
7453,North Western Province,1.03,LOW,Budget guesthouse,18,9,5494.13,reference-derived scenario
7454,Northern Province,1.0,LOW,Hostel / dorm,10,5,2437.48,reference-derived scenario
7455,Cultural Triangle / North Central,1.05,HIGH,Mid-range hotel / 3-star,5,3,15104.2,reference-derived scenario
7456,Northern Province,1.0,LOW,Homestay,1,1,5330.55,reference-derived scenario
7457,Northern Province,1.0,MID,Serviced apartment,20,10,18466.79,reference-derived scenario
7458,Southern Province,1.2,MID,Homestay,4,2,5749.03,reference-derived scenario
7459,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,19,10,14910.14,reference-derived scenario
7460,Eastern Province,1.02,HIGH,Boutique guesthouse,16,8,27354.92,reference-derived scenario
7461,Eastern Province,1.02,HIGH,Mid-range hotel / 3-star,18,9,16974.43,reference-derived scenario
7462,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,18,9,7821.08,reference-derived scenario
7463,Uva Province,1.02,HIGH,Boutique guesthouse,4,2,20946.85,reference-derived scenario
7464,Northern Province,1.0,MID,Boutique guesthouse,16,8,25414.7,reference-derived scenario
7465,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,16,8,2354.7,reference-derived scenario
7466,North Western Province,1.03,MID,Homestay,9,5,4123.28,reference-derived scenario
7467,Northern Province,1.0,MID,Homestay,1,1,4308.2,reference-derived scenario
7468,North Western Province,1.03,LOW,Budget hotel / 1-2 star,16,8,7528.18,reference-derived scenario
7469,Cultural Triangle / North Central,1.05,LOW,Homestay,11,6,4028.84,reference-derived scenario
7470,Western Province,1.18,LOW,Budget guesthouse,11,6,6160.06,reference-derived scenario
7471,Uva Province,1.02,LOW,Hostel / dorm,5,3,2145.3,reference-derived scenario
7472,Northern Province,1.0,HIGH,Boutique hotel / villa,2,1,48915.16,reference-derived scenario
7473,Cultural Triangle / North Central,1.05,LOW,Homestay,1,1,5294.1,reference-derived scenario
7474,Southern Province,1.2,HIGH,Luxury / 4-star hotel,7,4,40476.06,reference-derived scenario
7475,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,6,3,5443.96,reference-derived scenario
7476,Western Province,1.18,LOW,Budget guesthouse,17,9,7832.87,reference-derived scenario
7477,North Western Province,1.03,MID,Serviced apartment,14,7,16138.16,reference-derived scenario
7478,Uva Province,1.02,LOW,Hostel / dorm,14,7,2304.68,reference-derived scenario
7479,Southern Province,1.2,MID,Hostel / dorm,5,3,3044.69,reference-derived scenario
7480,Sabaragamuwa Province,1.0,HIGH,Boutique hotel / villa,18,9,43043.24,reference-derived scenario
7481,Eastern Province,1.02,HIGH,Luxury / 5-star hotel,6,3,69886.28,reference-derived scenario
7482,North Western Province,1.03,MID,Boutique guesthouse,20,10,21091.34,reference-derived scenario
7483,Upcountry / Central Highlands,1.08,LOW,Homestay,12,6,5773.58,reference-derived scenario
7484,Western Province,1.18,MID,Boutique guesthouse,6,3,21560.4,reference-derived scenario
7485,Southern Province,1.2,HIGH,Luxury / 5-star hotel,1,1,92127.04,reference-derived scenario
7486,Western Province,1.18,HIGH,Private villa,14,7,61677.86,reference-derived scenario
7487,North Western Province,1.03,MID,Budget hotel / 1-2 star,19,10,7080.15,reference-derived scenario
7488,Southern Province,1.2,LOW,Homestay,1,1,5487.32,reference-derived scenario
7489,Northern Province,1.0,MID,Serviced apartment,3,2,20094.13,reference-derived scenario
7490,North Western Province,1.03,LOW,Budget hotel / 1-2 star,13,7,9765.97,reference-derived scenario
7491,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,2,1,7964.51,reference-derived scenario
7492,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,11,6,5034.34,reference-derived scenario
7493,Uva Province,1.02,MID,Homestay,7,4,5481.26,reference-derived scenario
7494,Upcountry / Central Highlands,1.08,HIGH,Boutique guesthouse,15,8,28979.65,reference-derived scenario
7495,Northern Province,1.0,HIGH,Boutique hotel / villa,19,10,38212.49,reference-derived scenario
7496,North Western Province,1.03,LOW,Budget guesthouse,5,3,6556.54,reference-derived scenario
7497,Sabaragamuwa Province,1.0,MID,Homestay,13,7,4611.4,reference-derived scenario
7498,Eastern Province,1.02,LOW,Hostel / dorm,14,7,2734.65,reference-derived scenario
7499,Northern Province,1.0,LOW,Homestay,7,4,4895.88,reference-derived scenario
7500,Cultural Triangle / North Central,1.05,LOW,Homestay,20,10,4061.6,reference-derived scenario
7501,Uva Province,1.02,LOW,Budget hotel / 1-2 star,8,4,9648.64,reference-derived scenario
7502,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,20,10,7415.29,reference-derived scenario
7503,Sabaragamuwa Province,1.0,HIGH,Mid-range villa,5,3,18695.86,reference-derived scenario
7504,Sabaragamuwa Province,1.0,MID,Mid-range villa,1,1,18652.34,reference-derived scenario
7505,North Western Province,1.03,MID,Mid-range villa,4,2,17727.28,reference-derived scenario
7506,Western Province,1.18,MID,Mid-range hotel / 3-star,5,3,16177.53,reference-derived scenario
7507,Southern Province,1.2,LOW,Hostel / dorm,12,6,2995.8,reference-derived scenario
7508,Cultural Triangle / North Central,1.05,MID,Serviced apartment,12,6,17624.0,reference-derived scenario
7509,Northern Province,1.0,LOW,Homestay,8,4,4036.11,reference-derived scenario
7510,North Western Province,1.03,MID,Budget hotel / 1-2 star,11,6,7684.41,reference-derived scenario
7511,Upcountry / Central Highlands,1.08,MID,Serviced apartment,15,8,18753.41,reference-derived scenario
7512,Eastern Province,1.02,MID,Homestay,13,7,3833.33,reference-derived scenario
7513,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,6,3,18388.73,reference-derived scenario
7514,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,4,2,25053.87,reference-derived scenario
7515,Eastern Province,1.02,MID,Serviced apartment,6,3,18328.87,reference-derived scenario
7516,Western Province,1.18,HIGH,Luxury / 5-star hotel,19,10,78580.48,reference-derived scenario
7517,North Western Province,1.03,MID,Budget hotel / 1-2 star,17,9,7119.07,reference-derived scenario
7518,Cultural Triangle / North Central,1.05,HIGH,Luxury / 5-star hotel,20,10,66585.67,reference-derived scenario
7519,North Western Province,1.03,LOW,Budget hotel / 1-2 star,15,8,7946.58,reference-derived scenario
7520,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,17,9,16141.88,reference-derived scenario
7521,Eastern Province,1.02,LOW,Budget guesthouse,9,5,5379.89,reference-derived scenario
7522,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,10,5,6953.12,reference-derived scenario
7523,Western Province,1.18,MID,Mid-range hotel / 3-star,20,10,20400.37,reference-derived scenario
7524,Southern Province,1.2,LOW,Homestay,8,4,4900.01,reference-derived scenario
7525,Eastern Province,1.02,LOW,Hostel / dorm,13,7,3041.99,reference-derived scenario
7526,North Western Province,1.03,MID,Hostel / dorm,5,3,2262.27,reference-derived scenario
7527,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,17,9,3233.55,reference-derived scenario
7528,Upcountry / Central Highlands,1.08,MID,Mid-range hotel / 3-star,8,4,14018.39,reference-derived scenario
7529,Northern Province,1.0,MID,Budget guesthouse,11,6,4754.98,reference-derived scenario
7530,Uva Province,1.02,MID,Hostel / dorm,3,2,2440.14,reference-derived scenario
7531,North Western Province,1.03,MID,Serviced apartment,20,10,15582.2,reference-derived scenario
7532,North Western Province,1.03,MID,Mid-range villa,10,5,22009.15,reference-derived scenario
7533,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,4,2,2347.26,reference-derived scenario
7534,Western Province,1.18,LOW,Homestay,17,9,4740.45,reference-derived scenario
7535,Cultural Triangle / North Central,1.05,HIGH,Luxury / 4-star hotel,16,8,34418.89,reference-derived scenario
7536,North Western Province,1.03,MID,Budget hotel / 1-2 star,7,4,6896.53,reference-derived scenario
7537,Southern Province,1.2,MID,Serviced apartment,6,3,23265.01,reference-derived scenario
7538,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,17,9,5258.31,reference-derived scenario
7539,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,3,2,15100.9,reference-derived scenario
7540,Cultural Triangle / North Central,1.05,HIGH,Luxury resort,9,5,96247.51,reference-derived scenario
7541,Western Province,1.18,LOW,Homestay,6,3,5374.22,reference-derived scenario
7542,Uva Province,1.02,MID,Boutique guesthouse,9,5,27138.87,reference-derived scenario
7543,Upcountry / Central Highlands,1.08,MID,Mid-range villa,15,8,19839.34,reference-derived scenario
7544,Eastern Province,1.02,MID,Budget guesthouse,9,5,6132.42,reference-derived scenario
7545,Cultural Triangle / North Central,1.05,HIGH,Serviced apartment,11,6,17683.48,reference-derived scenario
7546,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,14,7,8888.52,reference-derived scenario
7547,Southern Province,1.2,HIGH,Boutique hotel / villa,7,4,51139.13,reference-derived scenario
7548,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,6,3,9313.73,reference-derived scenario
7549,Western Province,1.18,HIGH,Boutique guesthouse,3,2,28680.36,reference-derived scenario
7550,Uva Province,1.02,HIGH,Luxury / 5-star hotel,10,5,73291.31,reference-derived scenario
7551,Uva Province,1.02,LOW,Hostel / dorm,3,2,2350.82,reference-derived scenario
7552,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,1,1,2344.49,reference-derived scenario
7553,Uva Province,1.02,MID,Mid-range villa,18,9,20310.62,reference-derived scenario
7554,Southern Province,1.2,LOW,Homestay,16,8,5425.48,reference-derived scenario
7555,Cultural Triangle / North Central,1.05,LOW,Homestay,1,1,4964.52,reference-derived scenario
7556,Upcountry / Central Highlands,1.08,MID,Mid-range hotel / 3-star,14,7,15596.16,reference-derived scenario
7557,North Western Province,1.03,MID,Hostel / dorm,10,5,2744.15,reference-derived scenario
7558,Uva Province,1.02,LOW,Homestay,10,5,4483.54,reference-derived scenario
7559,Southern Province,1.2,HIGH,Serviced apartment,7,4,20241.07,reference-derived scenario
7560,Southern Province,1.2,HIGH,Boutique guesthouse,10,5,31513.35,reference-derived scenario
7561,Southern Province,1.2,LOW,Hostel / dorm,4,2,3455.0,reference-derived scenario
7562,Upcountry / Central Highlands,1.08,HIGH,Mid-range villa,13,7,22586.99,reference-derived scenario
7563,Southern Province,1.2,MID,Mid-range villa,16,8,19911.61,reference-derived scenario
7564,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,19,10,21792.91,reference-derived scenario
7565,Uva Province,1.02,LOW,Budget guesthouse,20,10,5620.15,reference-derived scenario
7566,Southern Province,1.2,LOW,Budget hotel / 1-2 star,9,5,9938.27,reference-derived scenario
7567,Uva Province,1.02,LOW,Budget guesthouse,12,6,6196.42,reference-derived scenario
7568,Uva Province,1.02,LOW,Hostel / dorm,8,4,2239.54,reference-derived scenario
