sourceReference	region	type	vehicleModel	serviceName	capacity	minimumFareLkr	perKmLkr	perPassenger	source	availabilityBasis
way/699547862	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699548525	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699548525	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548525	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548525	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548525	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548525	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699548526	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699548526	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548526	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548526	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548526	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699548526	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699549307	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699549307	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549307	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549307	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549307	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549307	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699549308	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699549308	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549308	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549308	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549308	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549308	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699549436	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699549436	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549436	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549436	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549436	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699549436	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699551690	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699551690	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551690	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551690	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551690	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551690	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699551691	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699551691	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551691	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551691	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551691	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699551691	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699552901	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699552901	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552901	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552901	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552901	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552901	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/699552987	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/699552987	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552987	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552987	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552987	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/699552987	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/652160639	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652160639	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160639	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160639	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160639	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160639	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/652160642	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652160642	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160642	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160642	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160642	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160642	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/652160646	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652160646	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160646	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160646	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160646	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160646	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/652160649	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652160649	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160649	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160649	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160649	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160649	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/652160653	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652160653	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160653	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160653	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160653	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160653	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/652160659	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652160659	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160659	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160659	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160659	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652160659	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/653185684	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/653185684	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/653185684	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/653185684	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/653185684	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/653185684	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/647118153	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/647118153	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/647118153	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/647118153	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/647118153	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/647118153	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/661332266	Kalpitiya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/661332266	Kalpitiya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332266	Kalpitiya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332266	Kalpitiya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332266	Kalpitiya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332266	Kalpitiya	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/643619279	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/643619279	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/643619279	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/643619279	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/643619279	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/643619279	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/1165607056	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/1165607056	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607056	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607056	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607056	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251146	Sigiriya / Dambulla	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/640251146	Sigiriya / Dambulla	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251146	Sigiriya / Dambulla	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251146	Sigiriya / Dambulla	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251146	Sigiriya / Dambulla	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251147	Sigiriya / Dambulla	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/640251147	Sigiriya / Dambulla	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251147	Sigiriya / Dambulla	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251147	Sigiriya / Dambulla	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/640251147	Sigiriya / Dambulla	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607055	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/1165607055	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607055	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607055	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607055	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607054	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/1165607054	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607054	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607054	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1165607054	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332054	Kalpitiya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/661332054	Kalpitiya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332054	Kalpitiya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332054	Kalpitiya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332054	Kalpitiya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661332054	Kalpitiya	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/661095990	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/661095990	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661095990	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661095990	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661095990	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661096001	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/661096001	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661096001	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661096001	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/661096001	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652171477	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/652171477	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652171477	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652171477	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652171477	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/652171477	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/276829548	Ratnapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/276829548	Ratnapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/276829548	Ratnapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/276829548	Ratnapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/276829548	Ratnapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
